"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWFD:WORP99-0508:000801","Field Msr/Obs","Water",NA,"2000-08-01","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0508","VISIT_NO=""1"";SAMPLED=""Yes"";STAT_ID=""X"";COM_QCCS=""K"";TIME=""."";TEAM_ID=""1"";NAME_1=""PAUL GILL"";BIOMOR1=""Y"";FORMS1=""Y"";NAME_2=""JULIE BERRY"";BIOMOR2=""Y"";GEOMOR2=""Y"";NAME_3=""THOMAS LOSSEN"";BIOMOR3=""Y"";FORMS3=""Y""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","Total",45,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:WORP99-0825:020820","Field Msr/Obs","Water",NA,"2002-08-20","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0825","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""1"";SAMP_LOC=""A"";DAY_SHIP=""2""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","",45.360736535,"uS/cm",NA,"Final",NA,"Calculated",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:WORP99-0825:020820","Field Msr/Obs","Water",NA,"2002-08-20","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0825","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""1"";SAMP_LOC=""A"";DAY_SHIP=""2""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","Total",44,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWFD:WORP99-0825:020820","Field Msr/Obs","Water",NA,"2002-08-20","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0825","VISIT_NO=""1"";SAMPLED=""Yes"";STAT_ID=""X"";TIME=""9:52"";TEAM_ID=""1"";NAME_1=""PAUL GILL"";BIOMOR1=""Y"";NAME_2=""JULIE BERRY"";FORMS2=""Y"";NAME_3=""DAVID STEWART"";BIOMOR3=""Y"";NAME_4=""ROBIN LEFERINK""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","Not Reported","Conductivity","Total",NA,"",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:WORP99-0879:020905","Field Msr/Obs","Water",NA,"2002-09-05","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0879","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""1"";SAMP_LOC=""A"";DAY_SHIP=""2""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","",75.645648872,"uS/cm",NA,"Final",NA,"Calculated",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:WORP99-0879:020905","Field Msr/Obs","Water",NA,"2002-09-05","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0879","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""1"";SAMP_LOC=""A"";DAY_SHIP=""2""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","Total",70,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWFD:WORP99-0879:020905","Field Msr/Obs","Water",NA,"2002-09-05","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0879","VISIT_NO=""1"";SAMPLED=""Yes"";STAT_ID=""X"";TIME=""10:15"";TEAM_ID=""1"";NAME_1=""JULIE BERRY"";BIOMOR1=""Y"";NAME_2=""DAVID STEWART"";GEOMOR2=""Y"";NAME_3=""RANDALL COLVIN"";FORMS3=""Y"";NAME_4=""JOEL KLUMPP"";BIOMOR4=""Y""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","Not Reported","Conductivity","Total",NA,"",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:WORP99-0885:020819","Field Msr/Obs","Water",NA,"2002-08-19","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0885","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""1"";SAMP_LOC=""A"";DAY_SHIP=""3""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","",73.620978506,"uS/cm",NA,"Final",NA,"Calculated",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:WORP99-0885:020819","Field Msr/Obs","Water",NA,"2002-08-19","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0885","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""1"";SAMP_LOC=""A"";DAY_SHIP=""3""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","Total",71,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWFD:WORP99-0885:020819","Field Msr/Obs","Water",NA,"2002-08-19","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0885","VISIT_NO=""1"";SAMPLED=""Yes"";STAT_ID=""X"";TIME=""14:00"";TEAM_ID=""1"";NAME_1=""PAUL GILL"";NAME_2=""JULIE BERRY"";NAME_3=""DAVID STEWART"";NAME_4=""ROBIN LEFERINK""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","Not Reported","Conductivity","Total",NA,"",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:WORP99-0892:020919","Field Msr/Obs","Water",NA,"2002-09-19","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0892","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""1"";SAMP_LOC=""A"";DAY_SHIP=""1""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","Total",61,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:WORP99-0892:020919","Field Msr/Obs","Water",NA,"2002-09-19","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0892","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""1"";SAMP_LOC=""A"";DAY_SHIP=""1""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","",64.32687599,"uS/cm",NA,"Final",NA,"Calculated",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWFD:WORP99-0892:020919","Field Msr/Obs","Water",NA,"2002-09-19","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0892","VISIT_NO=""1"";SAMPLED=""Yes"";STAT_ID=""X"";TIME=""12:47"";TEAM_ID=""1"";NAME_1=""PAUL GILL"";BIOMOR1=""Y"";FORMS1=""Y"";NAME_2=""ROBIN LEFERINK"";BIOMOR2=""Y"";GEOMOR2=""Y"";NAME_3=""RANDALL COLVIN"";BIOMOR3=""Y"";GEOMOR3=""Y""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","Not Reported","Conductivity","Total",NA,"",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:WORP99-0952:030916","Field Msr/Obs","Water",NA,"2003-09-16","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0952","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""134"";SAMP_LOC=""K"";DAY_SHIP=""2""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","Total",148,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:WORP99-0952:030916","Field Msr/Obs","Water",NA,"2003-09-16","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0952","VISIT_NO=""1"";SAMPLED=""Yes"";TEAM_ID=""134"";SAMP_LOC=""K"";DAY_SHIP=""2""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","","Conductivity","",172.0225915,"uS/cm",NA,"Final",NA,"Calculated",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWFD:WORP99-0952:030916","Field Msr/Obs","Water",NA,"2003-09-16","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_WSA2006;NARS_WSA2006_ECOREGION_WMT",NA,"NARS_WQX-WORP99-0952","VISIT_NO=""1"";SAMPLED=""Yes"";STAT_ID=""K"";TIME=""18:00"";TEAM_ID=""1"";NAME_1=""THOMAS LOSSEN"";BIOMOR1=""Y"";NAME_2=""SHANNON HUBLER"";BIOMOR2=""Y"";NAME_3=""WON KIM"";GEOMOR3=""Y"";FORMS3=""Y""",NA,NA,NA,"USEPA","USEPA","USEPA","Unknown","Not Reported","Conductivity","Total",NA,"",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0402:1:070626:0","Field Msr/Obs","Water",NA,"2007-06-26","00:00:00",NA,NA,NA,NA,0,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",98,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0402:1:070626:0.5","Field Msr/Obs","Water",NA,"2007-06-26","00:00:00",NA,NA,NA,NA,0.5,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""1"";SAMPLED_PROFILE=""YES"";METALIMNION=""T""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",98,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0402:1:070626:1","Field Msr/Obs","Water",NA,"2007-06-26","00:00:00",NA,NA,NA,NA,1,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",98,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0402:1:070626:1.5","Field Msr/Obs","Water",NA,"2007-06-26","00:00:00",NA,NA,NA,NA,1.5,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""1"";SAMPLED_PROFILE=""YES"";METALIMNION=""B""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",108,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0402:1:070626:2","Field Msr/Obs","Water",NA,"2007-06-26","00:00:00",NA,NA,NA,NA,2,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",127,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:0402:1:070626:P","Sample-Routine","Water",NA,"2007-06-26","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""1"";SAMPLE_CATEGORY=""P"";INDXSAMP_CHEM=""YES"";SAMPLE_DEPTH=""1.3"";SAMPLE_ID_CHEM=""505801"";LAB_ID_CHEM=""0710145"";DATE_FILTERED=""2007-06-28"";DATE_RECEIVED=""2007-06-28"";DATEFILT_ALERT=""N"";DATECHEM=""2007-06-26""",NA,NA,NA,"NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","Water Sampler (Other)","","Conductivity","Total",100.9,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"COND_HT_ALERT=""Y"";COND_HT=""9"";COND_RL_ALERT=""N""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample or extract held beyond acceptable holding time.",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:0402:1:070626:P","Sample-Routine","Water",NA,"2007-06-26","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""1"";SAMPLE_CATEGORY=""P"";INDXSAMP_CHEM=""YES"";SAMPLE_DEPTH=""1.3"";SAMPLE_ID_CHEM=""505801"";LAB_ID_CHEM=""0710145"";DATE_FILTERED=""2007-06-28"";DATE_RECEIVED=""2007-06-28"";DATEFILT_ALERT=""N"";DATECHEM=""2007-06-26""",NA,NA,NA,"NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","Water Sampler (Other)","","Conductivity","",100.98,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0402:2:070906:0","Field Msr/Obs","Water",NA,"2007-09-06","00:00:00",NA,NA,NA,NA,0,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""2"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",101,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0402:2:070906:1","Field Msr/Obs","Water",NA,"2007-09-06","00:00:00",NA,NA,NA,NA,1,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""2"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",101,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0402:2:070906:1.5","Field Msr/Obs","Water",NA,"2007-09-06","00:00:00",NA,NA,NA,NA,1.5,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""2"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",100,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:0402:2:070906:D","Quality Control Sample-Field Replicate","Water",NA,"2007-09-06","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""2"";SAMPLE_CATEGORY=""D"";INDXSAMP_CHEM=""NO"";SAMPLE_DEPTH=""2"";SAMPLE_ID_CHEM=""505821"";LAB_ID_CHEM=""0711174"";DATE_FILTERED=""2007-09-08"";DATE_RECEIVED=""2007-09-08"";DATECHEM=""2007-09-06""",NA,NA,NA,"NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","Water Sampler (Other)","","Conductivity","Total",108.4,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"COND_HT_ALERT=""N"";COND_HT=""2"";COND_RL_ALERT=""N""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:0402:2:070906:D","Quality Control Sample-Field Replicate","Water",NA,"2007-09-06","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""2"";SAMPLE_CATEGORY=""D"";INDXSAMP_CHEM=""NO"";SAMPLE_DEPTH=""2"";SAMPLE_ID_CHEM=""505821"";LAB_ID_CHEM=""0711174"";DATE_FILTERED=""2007-09-08"";DATE_RECEIVED=""2007-09-08"";DATECHEM=""2007-09-06""",NA,NA,NA,"NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","Water Sampler (Other)","","Conductivity","",111.3,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:0402:2:070906:P","Sample-Routine","Water",NA,"2007-09-06","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""2"";SAMPLE_CATEGORY=""P"";INDXSAMP_CHEM=""NO"";SAMPLE_DEPTH=""2"";SAMPLE_ID_CHEM=""517291"";LAB_ID_CHEM=""0711173"";DATE_FILTERED=""2007-09-08"";DATE_RECEIVED=""2007-09-08"";DATEFILT_ALERT=""N"";DATECHEM=""2007-09-06""",NA,NA,NA,"NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","Water Sampler (Other)","","Conductivity","Total",107.5,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"COND_HT_ALERT=""N"";COND_HT=""2"";COND_RL_ALERT=""N""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:0402:2:070906:P","Sample-Routine","Water",NA,"2007-09-06","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0402","VISIT_NO=""2"";SAMPLE_CATEGORY=""P"";INDXSAMP_CHEM=""NO"";SAMPLE_DEPTH=""2"";SAMPLE_ID_CHEM=""517291"";LAB_ID_CHEM=""0711173"";DATE_FILTERED=""2007-09-08"";DATE_RECEIVED=""2007-09-08"";DATEFILT_ALERT=""N"";DATECHEM=""2007-09-06""",NA,NA,NA,"NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","Water Sampler (Other)","","Conductivity","",111.18,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:0","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,0,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
