"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:1","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,1,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:10","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,10,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",59,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:11","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,11,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",59,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:12","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,12,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",59,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:13","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,13,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",59,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:14","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,14,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",59,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:15","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,15,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:16","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,16,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:17","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,17,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",59,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:18","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,18,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",59,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:19","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,19,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",59,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:2","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,2,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:20","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,20,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:21","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,21,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",62,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:21.5","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,21.5,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",62,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:3","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,3,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:4","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,4,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:5","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,5,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:6","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,6,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:7","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,7,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES"";METALIMNION=""T""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",60,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:8","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,8,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",59,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:0658:1:070726:9","Field Msr/Obs","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,9,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",59,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:0658:1:070726:P","Sample-Routine","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLE_CATEGORY=""P"";INDXSAMP_CHEM=""YES"";SAMPLE_DEPTH=""2"";SAMPLE_ID_CHEM=""506781"";LAB_ID_CHEM=""0710582"";DATE_FILTERED=""2007-07-30"";DATE_RECEIVED=""2007-07-30"";DATEFILT_ALERT=""N"";DATECHEM=""2007-07-26""",NA,NA,NA,"NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","Water Sampler (Other)","","Conductivity","",60.8,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:0658:1:070726:P","Sample-Routine","Water",NA,"2007-07-26","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-0658","VISIT_NO=""1"";SAMPLE_CATEGORY=""P"";INDXSAMP_CHEM=""YES"";SAMPLE_DEPTH=""2"";SAMPLE_ID_CHEM=""506781"";LAB_ID_CHEM=""0710582"";DATE_FILTERED=""2007-07-30"";DATE_RECEIVED=""2007-07-30"";DATEFILT_ALERT=""N"";DATECHEM=""2007-07-26""",NA,NA,NA,"NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","Water Sampler (Other)","","Conductivity","Total",59.18,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"COND_HT_ALERT=""N"";COND_HT=""4"";COND_RL_ALERT=""N""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:1426:1:070723:0","Field Msr/Obs","Water",NA,"2007-07-23","00:00:00",NA,NA,NA,NA,0,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-1426","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",62,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:1426:1:070723:0.5","Field Msr/Obs","Water",NA,"2007-07-23","00:00:00",NA,NA,NA,NA,0.5,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-1426","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",62,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:1426:1:070723:1","Field Msr/Obs","Water",NA,"2007-07-23","00:00:00",NA,NA,NA,NA,1,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-1426","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",62,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:1426:1:070723:P","Sample-Routine","Water",NA,"2007-07-23","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-1426","VISIT_NO=""1"";SAMPLE_CATEGORY=""P"";INDXSAMP_CHEM=""YES"";SAMPLE_DEPTH=""1.2"";SAMPLE_ID_CHEM=""504451"";LAB_ID_CHEM=""0710505"";DATE_FILTERED=""2007-07-25"";DATE_RECEIVED=""2007-07-25"";DATEFILT_ALERT=""N"";DATECHEM=""2007-07-23""",NA,NA,NA,"NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","Water Sampler (Other)","","Conductivity","",60.87,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-QWCH:1426:1:070723:P","Sample-Routine","Water",NA,"2007-07-23","00:00:00",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-1426","VISIT_NO=""1"";SAMPLE_CATEGORY=""P"";INDXSAMP_CHEM=""YES"";SAMPLE_DEPTH=""1.2"";SAMPLE_ID_CHEM=""504451"";LAB_ID_CHEM=""0710505"";DATE_FILTERED=""2007-07-25"";DATE_RECEIVED=""2007-07-25"";DATEFILT_ALERT=""N"";DATECHEM=""2007-07-23""",NA,NA,NA,"NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","NARS_WQX~2meterMPCA","Water Sampler (Other)","","Conductivity","Total",63.69,"uS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"COND_HT_ALERT=""N"";COND_HT=""3"";COND_RL_ALERT=""N""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:2450:1:070724:0","Field Msr/Obs","Water",NA,"2007-07-24","00:00:00",NA,NA,NA,NA,0,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-2450","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",86,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:2450:1:070724:1","Field Msr/Obs","Water",NA,"2007-07-24","00:00:00",NA,NA,NA,NA,1,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-2450","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",86,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:2450:1:070724:10","Field Msr/Obs","Water",NA,"2007-07-24","00:00:00",NA,NA,NA,NA,10,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-2450","VISIT_NO=""1"";SAMPLED_PROFILE=""YES"";METALIMNION=""B""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",84,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:2450:1:070724:2","Field Msr/Obs","Water",NA,"2007-07-24","00:00:00",NA,NA,NA,NA,2,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-2450","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",86,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-PRF:2450:1:070724:3","Field Msr/Obs","Water",NA,"2007-07-24","00:00:00",NA,NA,NA,NA,3,"m",NA,NA,NA,NA,NA,"NARS_NLA2007;NARS_NLA2007_ECOREGION_WMT",NA,"NARS_WQX-NLA06608-2450","VISIT_NO=""1"";SAMPLED_PROFILE=""YES""",NA,NA,NA,"NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","NARS_WQX~multiprobesonde","Probe/Sensor","","Conductivity","Total",86,"mS/cm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA
